RBF Model

Input Parameters:
    x01 = "R11"
    x02 = "R12"
    x03 = "R13"

Output Parameters:
    y01 = "ch"
    y02 = "sd"
    y03 = "yl"

MODEL DATA

Number of inputs:                   3
Number of outputs:                  3
Number of recorded designs:         200

Matrix with design INPUTS:

design #             x01                     x02                     x03          
----------------------------------------------------------------------------------
       1 |              0.005869 |              0.006623 |              0.004543 |
       2 |              0.004633 |                 0.007 |              0.005975 |
       3 |              0.005643 |              0.006095 |              0.006111 |
       4 |              0.006261 |              0.004407 |              0.004015 |
       5 |              0.005643 |              0.005598 |              0.005749 |
       6 |               0.00691 |              0.004392 |              0.005492 |
       7 |              0.006638 |              0.005719 |              0.004573 |
       8 |              0.004648 |              0.004151 |              0.006518 |
       9 |              0.004347 |               0.00608 |              0.004799 |
      10 |              0.005357 |              0.005643 |              0.006894 |
      11 |              0.004106 |              0.004467 |              0.005719 |
      12 |              0.006518 |              0.006533 |              0.004045 |
      13 |              0.004211 |              0.006729 |              0.005704 |
      14 |              0.004317 |              0.005342 |              0.005131 |
      15 |              0.004211 |               0.00501 |              0.005884 |
      16 |              0.005101 |              0.004482 |              0.006307 |
      17 |              0.004588 |              0.004302 |              0.004769 |
      18 |              0.004437 |               0.00697 |              0.004362 |
      19 |              0.004965 |               0.00691 |               0.00495 |
      20 |              0.005025 |              0.006744 |              0.004422 |
      21 |               0.00593 |              0.005146 |              0.006322 |
      22 |              0.005387 |              0.005417 |               0.00498 |
      23 |                 0.004 |               0.00498 |              0.004709 |
      24 |              0.005628 |              0.006985 |              0.006156 |
      25 |              0.006578 |              0.004362 |               0.00608 |
      26 |              0.004467 |              0.006457 |              0.006819 |
      27 |              0.004136 |              0.005568 |              0.004648 |
      28 |              0.006201 |              0.005613 |              0.004874 |
      29 |              0.004075 |              0.006382 |              0.005176 |
      30 |              0.005266 |              0.004995 |              0.006503 |
      31 |              0.004784 |              0.006789 |              0.005477 |
      32 |              0.004935 |              0.004573 |              0.005146 |
      33 |              0.005492 |              0.006231 |              0.004392 |
      34 |              0.005553 |              0.004513 |              0.005794 |
      35 |              0.004678 |              0.005719 |              0.005854 |
      36 |              0.006879 |              0.006276 |              0.006005 |
      37 |              0.005613 |              0.006864 |              0.004965 |
      38 |              0.004015 |              0.006367 |              0.006412 |
      39 |              0.005236 |              0.004497 |              0.004181 |
      40 |              0.006849 |              0.006005 |              0.005055 |
      41 |               0.00697 |              0.005553 |              0.006231 |
      42 |              0.004663 |              0.005236 |              0.005628 |
      43 |              0.006819 |              0.004256 |              0.006578 |
      44 |              0.006955 |              0.005854 |              0.005643 |
      45 |               0.00504 |              0.004347 |              0.005688 |
      46 |              0.006412 |              0.005688 |              0.006563 |
      47 |               0.00599 |              0.004859 |               0.00492 |
      48 |              0.004769 |              0.005628 |              0.004196 |
      49 |              0.004407 |              0.004241 |              0.005296 |
      50 |              0.004995 |              0.006397 |              0.006668 |
      51 |              0.006834 |              0.006111 |              0.006548 |
      52 |              0.004739 |               0.00605 |              0.006276 |
      53 |              0.005296 |              0.004874 |              0.005447 |
      54 |              0.005704 |              0.005824 |              0.004678 |
      55 |              0.005794 |              0.005764 |              0.005236 |
      56 |              0.006307 |              0.005131 |              0.005281 |
      57 |              0.005402 |              0.004814 |              0.004889 |
      58 |              0.005327 |              0.006804 |              0.006849 |
      59 |              0.006171 |              0.004121 |               0.00507 |
      60 |              0.004844 |              0.005025 |              0.004106 |
      61 |              0.004392 |              0.006201 |              0.005613 |
      62 |              0.005719 |              0.004362 |              0.004814 |
      63 |              0.005749 |              0.005191 |              0.005342 |
      64 |              0.006472 |              0.005945 |              0.004075 |
      65 |              0.005492 |              0.006759 |              0.004166 |
      66 |              0.005146 |              0.005477 |              0.005462 |
      67 |              0.005342 |              0.004045 |               0.00605 |
      68 |              0.005312 |              0.005704 |              0.004286 |
      69 |              0.005915 |              0.004618 |              0.005402 |
      70 |              0.004543 |              0.004603 |              0.006126 |
      71 |               0.00602 |              0.006638 |              0.006759 |
      72 |              0.006985 |              0.005266 |              0.004603 |
      73 |              0.004814 |              0.005915 |               0.00691 |
      74 |              0.005839 |              0.006894 |              0.005523 |
      75 |               0.00492 |              0.005568 |              0.006472 |
      76 |              0.006035 |              0.004211 |              0.006095 |
      77 |              0.004618 |              0.005794 |              0.005312 |
      78 |              0.006126 |              0.005312 |              0.005764 |
      79 |              0.006789 |              0.004784 |              0.006397 |
      80 |              0.006623 |              0.004799 |              0.004211 |
      81 |               0.00495 |               0.00403 |              0.005221 |
      82 |              0.006367 |              0.005749 |              0.005417 |
      83 |              0.006683 |              0.005387 |              0.005643 |
      84 |              0.004799 |              0.006925 |              0.006653 |
      85 |               0.00501 |              0.004844 |               0.00593 |
      86 |              0.006864 |              0.004709 |              0.004739 |
      87 |              0.005191 |              0.005884 |              0.004844 |
      88 |              0.004558 |              0.006472 |              0.004121 |
      89 |               0.00507 |              0.006714 |              0.006201 |
      90 |              0.005779 |              0.004437 |              0.004271 |
      91 |              0.004181 |              0.004166 |              0.004407 |
      92 |              0.004045 |              0.004889 |              0.005372 |
      93 |              0.006925 |              0.006774 |              0.006246 |
      94 |              0.005523 |                 0.004 |              0.004437 |
      95 |              0.005462 |              0.006216 |               0.00694 |
      96 |              0.006804 |              0.006593 |               0.00504 |
      97 |              0.005538 |              0.005055 |              0.005945 |
      98 |               0.00694 |              0.006683 |              0.005568 |
      99 |               0.00608 |              0.006412 |              0.005432 |
      100 |              0.006337 |              0.004528 |              0.004633 |
      101 |               0.00409 |              0.006487 |              0.004437 |
      102 |              0.005417 |              0.004332 |              0.005266 |
      103 |              0.006005 |              0.005673 |              0.006186 |
      104 |              0.004256 |              0.004437 |              0.006789 |
      105 |              0.004573 |              0.006563 |              0.004693 |
      106 |              0.004739 |              0.004271 |              0.004211 |
      107 |              0.004709 |              0.006337 |              0.005161 |
      108 |              0.004286 |              0.005357 |              0.004151 |
      109 |                 0.007 |               0.00504 |               0.00596 |
      110 |              0.005945 |              0.004558 |              0.006879 |
      111 |              0.005854 |              0.004075 |              0.005553 |
      112 |              0.005673 |              0.004633 |              0.006367 |
      113 |              0.006246 |              0.004663 |              0.006427 |
      114 |              0.005884 |              0.005538 |              0.006729 |
      115 |              0.004528 |              0.004106 |              0.005824 |
      116 |              0.004693 |              0.005643 |              0.004784 |
      117 |              0.006427 |              0.006819 |              0.005387 |
      118 |              0.004241 |              0.006879 |              0.006533 |
      119 |              0.004362 |              0.006849 |              0.005116 |
      120 |              0.006156 |              0.005492 |              0.004332 |
      121 |              0.006457 |              0.004588 |              0.005191 |
      122 |              0.006276 |              0.004136 |              0.006623 |
      123 |               0.00596 |              0.006548 |               0.00602 |
      124 |              0.004603 |              0.004693 |              0.005568 |
      125 |              0.004874 |              0.005161 |              0.005085 |
      126 |              0.005899 |              0.006065 |              0.006608 |
      127 |              0.005688 |              0.005327 |               0.00406 |
      128 |              0.005372 |              0.004543 |              0.006834 |
      129 |              0.006095 |               0.00602 |              0.005794 |
      130 |              0.006065 |               0.00492 |              0.004317 |
      131 |               0.00498 |              0.005206 |              0.006955 |
      132 |              0.006291 |              0.006698 |              0.004859 |
      133 |              0.004121 |              0.004286 |              0.006261 |
      134 |              0.005281 |              0.006608 |              0.005327 |
      135 |              0.005085 |              0.005372 |               0.00599 |
      136 |              0.006111 |              0.004015 |              0.004482 |
      137 |               0.00605 |              0.004739 |              0.005915 |
      138 |              0.005568 |              0.006518 |              0.006442 |
      139 |              0.004437 |              0.004769 |              0.005025 |
      140 |              0.006563 |              0.004678 |              0.006925 |
      141 |              0.005161 |               0.00406 |              0.006683 |
      142 |              0.006714 |              0.004211 |              0.004347 |
      143 |              0.006548 |              0.004814 |              0.005719 |
      144 |              0.005206 |              0.005899 |              0.005869 |
      145 |              0.006894 |              0.004965 |              0.005251 |
      146 |              0.004362 |              0.004724 |              0.004302 |
      147 |              0.005131 |              0.006322 |                 0.004 |
      148 |              0.004332 |              0.005447 |              0.006216 |
      149 |              0.006593 |              0.006246 |              0.005492 |
      150 |              0.005432 |              0.006578 |              0.005839 |
      151 |              0.005251 |               0.00599 |              0.006457 |
      152 |              0.005598 |              0.006171 |              0.005538 |
      153 |              0.006322 |              0.006156 |               0.00501 |
      154 |              0.005568 |              0.005085 |               0.00697 |
      155 |              0.006216 |              0.005101 |              0.006804 |
      156 |              0.004271 |              0.005975 |              0.004241 |
      157 |              0.005221 |              0.006442 |              0.004814 |
      158 |              0.004814 |              0.004648 |              0.006744 |
      159 |              0.005176 |              0.004317 |              0.004739 |
      160 |              0.005447 |               0.00495 |              0.004362 |
      161 |              0.006774 |              0.005251 |              0.006714 |
      162 |              0.004859 |              0.006141 |              0.004467 |
      163 |              0.004889 |              0.004739 |              0.004588 |
      164 |              0.005477 |              0.005492 |              0.006352 |
      165 |              0.006759 |              0.005779 |                 0.007 |
      166 |              0.006487 |              0.006653 |              0.005899 |
      167 |              0.006608 |              0.006668 |              0.006698 |
      168 |              0.005764 |              0.006307 |              0.004995 |
      169 |              0.004497 |              0.006503 |              0.006141 |
      170 |              0.006533 |              0.005794 |              0.006035 |
      171 |              0.004151 |              0.005523 |              0.005673 |
      172 |              0.006729 |              0.005462 |              0.005101 |
      173 |              0.004513 |              0.005176 |              0.004618 |
      174 |              0.006352 |              0.006261 |              0.006291 |
      175 |              0.004889 |              0.006352 |              0.005779 |
      176 |              0.006668 |              0.006291 |              0.004528 |
      177 |              0.004196 |               0.00596 |              0.006065 |
      178 |              0.005055 |              0.005296 |              0.004558 |
      179 |              0.006382 |              0.006186 |              0.006864 |
      180 |              0.005719 |               0.00409 |              0.006593 |
      181 |              0.004482 |              0.005432 |              0.006774 |
      182 |              0.006503 |              0.005221 |              0.006171 |
      183 |               0.00406 |              0.005839 |              0.005206 |
      184 |              0.006186 |              0.006955 |              0.004256 |
      185 |              0.006141 |              0.006126 |              0.004497 |
      186 |              0.004422 |              0.004935 |              0.006985 |
      187 |              0.005794 |              0.005281 |              0.004663 |
      188 |              0.005975 |              0.006427 |               0.00403 |
      189 |              0.006442 |              0.005116 |              0.004724 |
      190 |              0.006231 |               0.00694 |              0.006337 |
      191 |              0.006653 |              0.005402 |              0.004136 |
      192 |              0.004724 |               0.00507 |              0.006382 |
      193 |              0.005824 |              0.005869 |               0.00409 |
      194 |               0.00403 |              0.004422 |              0.004889 |
      195 |              0.006397 |              0.004196 |              0.005598 |
      196 |              0.006698 |              0.006834 |              0.004513 |
      197 |              0.004302 |               0.00593 |              0.006638 |
      198 |              0.006744 |              0.004181 |              0.004935 |
      199 |              0.005116 |              0.006035 |              0.005357 |
      200 |              0.004166 |              0.004889 |              0.006487 |

Matrix with design OUTPUTS:

design #             y01                     y02                     y03          
----------------------------------------------------------------------------------
       1 |             1.9311675 |             28.449795 |             1679635.2 |
       2 |            0.47302625 |             41.107441 |               1812525 |
       3 |             2.4803889 |              28.06777 |             1534406.9 |
       4 |            0.64267802 |             44.525242 |             2520373.8 |
       5 |             2.0207548 |             29.210823 |             1648450.9 |
       6 |            0.29877603 |             43.771194 |             2038419.8 |
       7 |             1.8895236 |             28.387493 |             1699476.8 |
       8 |           -0.53908461 |             50.100895 |             2691680.1 |
       9 |            0.45018753 |             45.022469 |             2266136.4 |
      10 |             2.0332484 |             30.684053 |             1637611.8 |
      11 |            0.31106061 |             49.584972 |             2901688.5 |
      12 |            0.76489097 |              35.93396 |             1827929.4 |
      13 |            0.12757047 |             48.288395 |             2169053.4 |
      14 |            0.61980838 |             46.726234 |             2371489.6 |
      15 |            0.38600391 |             47.858803 |             2482594.7 |
      16 |            0.31570581 |             41.694977 |             2211695.2 |
      17 |            0.53314799 |             44.560795 |             2786518.8 |
      18 |            0.76198435 |             44.150757 |             2239825.2 |
      19 |             1.0486519 |             37.532917 |             1789519.6 |
      20 |             1.6565456 |             36.679909 |             1925825.2 |
      21 |             1.2514887 |             31.557144 |             1679404.5 |
      22 |             2.1455634 |             30.047434 |             1857650.1 |
      23 |            0.30846149 |             56.027073 |             2909278.4 |
      24 |             1.9679561 |             29.302443 |             1446961.7 |
      25 |            0.11923321 |             45.522301 |             2034033.4 |
      26 |            0.50269783 |              41.94223 |             1917274.1 |
      27 |            0.54708469 |             49.402386 |               2588685 |
      28 |             2.5207567 |             27.990135 |             1685956.8 |
      29 |            0.10929468 |             50.593044 |             2410114.1 |
      30 |            0.98221964 |             34.270847 |             1870930.4 |
      31 |            0.62810349 |             41.336086 |             1794048.6 |
      32 |            0.51580137 |             40.371231 |             2325811.4 |
      33 |             1.1529986 |             30.913286 |             1847636.4 |
      34 |            0.32766011 |             42.708656 |             2093872.1 |
      35 |            0.81925112 |              39.14278 |             1947600.1 |
      36 |             3.5791247 |             22.950449 |             1365809.4 |
      37 |             2.5096147 |             29.230217 |             1599387.3 |
      38 |            -0.1745366 |              51.90551 |               2363726 |
      39 |            0.77789271 |             42.991947 |             2565224.3 |
      40 |              3.222708 |             23.990742 |             1517540.7 |
      41 |             1.9934453 |             27.844809 |               1463788 |
      42 |             1.0346706 |             40.214836 |             2097635.8 |
      43 |           -0.36854362 |             46.943714 |             2076406.3 |
      44 |             2.8840537 |             25.908213 |             1453078.2 |
      45 |            0.35258937 |             45.010662 |             2383445.2 |
      46 |             2.2573936 |             27.191996 |             1462303.5 |
      47 |            0.95517892 |             36.571465 |             1948941.8 |
      48 |            0.63085401 |             40.463669 |             2283332.9 |
      49 |           -0.38411215 |             46.207581 |             2860939.9 |
      50 |            0.84367937 |             38.186806 |             1653907.7 |
      51 |             3.3824236 |             24.867943 |             1358897.1 |
      52 |            0.70315248 |             41.114975 |             1832065.9 |
      53 |            0.97704333 |             35.506706 |             1997544.2 |
      54 |             1.9230636 |             27.757462 |             1773753.2 |
      55 |             2.8974195 |             27.320402 |             1649776.7 |
      56 |             1.3132275 |             32.218491 |               1731540 |
      57 |            0.78206956 |             38.377712 |               2094264 |
      58 |             1.7668893 |             30.832045 |             1498984.4 |
      59 |           -0.22065425 |             50.209595 |             2424118.1 |
      60 |            0.96331829 |             37.377213 |             2470305.6 |
      61 |            0.52998704 |             44.720539 |             2076727.7 |
      62 |            0.34970251 |             46.434204 |             2324436.5 |
      63 |             1.4875582 |             31.459398 |             1783637.1 |
      64 |            0.83436882 |             36.372669 |             1886687.3 |
      65 |            0.83436882 |             36.372669 |             1886687.3 |
      66 |             1.8093264 |             34.122227 |               1842607 |
      67 |           -0.57489753 |             52.080402 |               2554043 |
      68 |             1.3446919 |             31.318544 |             2022340.2 |
      69 |            0.33577853 |             40.015068 |               2004227 |
      70 |            0.25135773 |             42.487072 |             2406436.1 |
      71 |             3.4462712 |             24.149227 |             1375568.7 |
      72 |              1.706821 |             31.133211 |             1775574.5 |
      73 |            0.81404859 |             39.754578 |             1784713.3 |
      74 |             2.9805477 |             27.246889 |               1468346 |
      75 |             1.1492475 |             37.042015 |             1820398.8 |
      76 |           -0.26758003 |             48.185421 |             2232464.1 |
      77 |            0.88026941 |             40.971123 |             2029239.1 |
      78 |            0.72583061 |             32.608459 |             1641378.1 |
      79 |            0.59919733 |             38.046005 |             1730144.1 |
      80 |             1.1119531 |             37.525009 |             2132224.5 |
      81 |           -0.18659379 |             53.310963 |             2795962.1 |
      82 |             2.4395595 |              26.76405 |             1546844.6 |
      83 |             1.0609617 |             30.307768 |             1573872.6 |
      84 |            0.76288873 |              38.88369 |             1691512.5 |
      85 |            0.80386001 |             36.869625 |             2059110.1 |
      86 |            0.77034938 |             39.080357 |             1971996.9 |
