#	R11	R12	R13	ch	sd	yl
1	0.006608	0.006668	0.006698	4.5259628	21.367796	1309057.9
2	0.006487	0.006653	0.005899	4.3518701	22.937098	1367820.8
3	0.006427	0.006819	0.005387	4.3015122	22.790926	1413223.7
4	0.006337	0.004528	0.004633	0.68348044	41.845482	2154511.7
5	0.006729	0.005462	0.005101	1.2913613	29.94091	1623898.5
6	0.006533	0.005794	0.006035	2.5205946	26.057566	1462134.6
7	0.006864	0.004709	0.004739	0.77034938	39.080357	1971996.9
8	0.005794	0.005764	0.005236	2.8974195	27.320402	1649776.7
9	0.006472	0.005945	0.004075	0.83436882	36.372669	1886687.3
10	0.005116	0.006035	0.005357	1.6322631	34.216888	1759893.8
11	0.004814	0.004648	0.006744	0.26902181	40.232758	2195909.5
12	0.006095	0.00602	0.005794	3.4351552	24.526266	1495017.4
13	0.004543	0.004603	0.006126	0.25135773	42.487072	2406436.1
14	0.004724	0.00507	0.006382	0.96454781	40.519833	2064752.3
15	0.006955	0.005854	0.005643	2.8840537	25.908213	1453078.2
16	0.005206	0.005899	0.005869	1.664531	33.059448	1694650.2
17	0.005176	0.004317	0.004739	0.33304515	45.03912	2516276.5
18	0.00403	0.004422	0.004889	0.4505417	51.608494	3146409.4
19	0.004302	0.00593	0.006638	0.28681085	47.007744	2122633.9
20	0.005492	0.006231	0.004392	1.1529986	30.913286	1847636.4
21	0.006291	0.006698	0.004859	2.430542	25.478207	1529432.2
22	0.004588	0.004302	0.004769	0.53314799	44.560795	2786518.8
23	0.005568	0.005085	0.00697	1.0369917	32.417847	1737769.4
24	0.005161	0.00406	0.006683	-0.27476412	51.708927	2557545.1
25	0.005357	0.005643	0.006894	2.0332484	30.684053	1637611.8
26	0.005025	0.006744	0.004422	1.6565456	36.679909	1925825.2
27	0.005447	0.00495	0.004362	1.4179026	34.291241	2176156.9
28	0.005266	0.004995	0.006503	0.98221964	34.270847	1870930.4
29	0.004015	0.006367	0.006412	-0.1745366	51.90551	2363726.0
30	0.00608	0.006412	0.005432	3.9467206	24.36968	1485588.1
31	0.00504	0.004347	0.005688	0.35258937	45.010662	2383445.2
32	0.004513	0.005176	0.004618	1.2527803	41.748283	2391285.5
33	0.004362	0.004724	0.004302	1.106271	44.883041	2804739.6
34	0.005899	0.006065	0.006608	2.7942355	26.235806	1465240.3
35	0.004995	0.006397	0.006668	0.84367937	38.186806	1653907.7
36	0.006382	0.006186	0.006864	2.9414797	23.197567	1373637.7
37	0.006216	0.005101	0.006804	1.036103	32.549881	1632414.5
38	0.005553	0.004513	0.005794	0.32766011	42.708656	2093872.1
39	0.004799	0.006925	0.006653	0.76288873	38.88369	1691512.5
40	0.005749	0.005191	0.005342	1.4875582	31.459398	1783637.1
41	0.00507	0.006714	0.006201	1.3798665	34.527405	1618976.1
42	0.004407	0.004241	0.005296	-0.38411215	46.207581	2860939.9
43	0.006261	0.004407	0.004015	0.64267802	44.525242	2520373.8
44	0.004935	0.004573	0.005146	0.51580137	40.371231	2325811.4
45	0.006442	0.005116	0.004724	1.5602913	32.363979	1832901.2
46	0.006352	0.006261	0.006291	3.9448738	22.433638	1394868.7
47	0.005869	0.006623	0.004543	1.9311675	28.449795	1679635.2
48	0.004603	0.004693	0.005568	0.37518126	42.0201	2367145.4
49	0.006623	0.004799	0.004211	1.1119531	37.525009	2132224.5
50	0.00694	0.006683	0.005568	4.3307848	20.981659	1360463.0
51	0.004769	0.005628	0.004196	0.63085401	40.463669	2283332.9
52	0.005312	0.005704	0.004286	1.3446919	31.318544	2022340.2
53	0.006759	0.005779	0.007	2.1679928	27.094982	1397932.8
54	0.004211	0.006729	0.005704	0.12757047	48.288395	2169053.4
55	0.005643	0.005598	0.005749	2.0207548	29.210823	1648450.9
56	0.004196	0.00596	0.006065	0.24651964	48.36713	2242109.6
57	0.006578	0.004362	0.00608	0.11923321	45.522301	2034033.4
58	0.00599	0.004859	0.00492	0.95517892	36.571465	1948941.8
59	0.006789	0.004784	0.006397	0.59919733	38.046005	1730144.1
60	0.006246	0.004663	0.006427	0.42622092	40.096603	1846653.1
61	0.006834	0.006111	0.006548	3.3824236	24.867943	1358897.1
62	0.004618	0.005794	0.005312	0.88026941	40.971123	2029239.1
63	0.006925	0.006774	0.006246	4.6831689	20.547436	1298738.8
64	0.006065	0.00492	0.004317	1.1727972	35.110962	2091167.9
65	0.00495	0.00403	0.005221	-0.18659379	53.310963	2795962.1
66	0.004693	0.005643	0.004784	1.0516071	39.198692	2115402.4
67	0.007	0.00504	0.00596	1.039897	33.131248	1630409.7
68	0.004437	0.00697	0.004362	0.76198435	44.150757	2239825.2
69	0.005613	0.006864	0.004965	2.5096147	29.230217	1599387.3
70	0.006653	0.005402	0.004136	0.93620044	34.476974	1947030.1
71	0.004166	0.004889	0.006487	0.4433282	48.312233	2537359.9
72	0.004889	0.006352	0.005779	0.99968529	37.094406	1755397.2
73	0.004844	0.005025	0.004106	0.96331829	37.377213	2470305.6
74	0.004859	0.006141	0.004467	1.1729785	38.665298	2041354.9
75	0.004181	0.004166	0.004407	-0.11020827	49.02005	3342559.0
76	0.004648	0.004151	0.006518	-0.53908461	50.100895	2691680.1
77	0.004528	0.004106	0.005824	-0.26114577	49.633961	2853872.5
78	0.005794	0.005281	0.004663	1.9952687	30.92033	1885347.0
79	0.004965	0.00691	0.00495	1.0486519	37.532917	1789519.6
80	0.00697	0.005553	0.006231	1.9934453	27.844809	1463788.0
81	0.00492	0.005568	0.006472	1.1492475	37.042015	1820398.8
82	0.006563	0.004678	0.006925	0.45228735	39.096325	1780226.6
83	0.005945	0.004558	0.006879	-0.28307858	41.753113	1924917.4
84	0.006548	0.004814	0.005719	0.60904306	37.788002	1786023.5
85	0.006744	0.004181	0.004935	0.082375772	47.743317	2328089.9
86	0.006503	0.005221	0.006171	1.3866404	30.976648	1594467.6
87	0.004106	0.004467	0.005719	0.31106061	49.584972	2901688.5
88	0.00593	0.005146	0.006322	1.2514887	31.557144	1679404.5
89	0.005854	0.004075	0.005553	-0.60436058	52.913006	2449292.8
90	0.004045	0.004889	0.005372	0.4711625	50.927444	2765147.4
91	0.004347	0.00608	0.004799	0.45018753	45.022469	2266136.4
92	0.006171	0.004121	0.00507	-0.22065425	50.209595	2424118.1
93	0.004784	0.006789	0.005477	0.62810349	41.336086	1794048.6
94	0.005101	0.004482	0.006307	0.31570581	41.694977	2211695.2
95	0.006879	0.006276	0.006005	3.5791247	22.950449	1365809.4
96	0.006111	0.004015	0.004482	-0.18026367	54.537987	2703212.8
97	0.006804	0.006593	0.00504	2.9713788	23.994738	1453452.5
98	0.005704	0.005824	0.004678	1.9230636	27.757462	1773753.2
99	0.006141	0.006126	0.004497	1.6164087	29.425402	1712836.2
100	0.006518	0.006533	0.004045	0.76489097	35.93396	1827929.4
101	0.006714	0.004211	0.004347	0.19869946	47.061516	2472687.0
102	0.006005	0.005673	0.006186	2.4342644	27.758797	1537329.9
103	0.005055	0.005296	0.004558	1.8401474	34.86129	2105097.8
